6
60
0 40 39 15 45 5 10 34 52 28 19 59 25 49 62 22 23 63 48 24 58 18 29 53 35 11 4 44 14 38 41 1 9 33 46 6 36 12 3 43 61 21 26 50 16 56 55 31 30 54 57 17 51 27 20 60 42 2 13 37 7 47 32 8
0 40 16 56 22 62 6 46 8 32 24 48 30 54 14 38 27 51 11 35 13 37 29 53 19 59 3 43 5 45 21 61 28 52 12 36 10 34 26 50 20 60 4 44 2 42 18 58 7 47 23 63 17 57 1 41 15 39 31 55 25 49 9 33
0 40 2 42 38 14 36 12 33 9 35 11 7 47 5 45 57 17 59 19 31 55 29 53 24 48 26 50 62 22 60 20 32 8 34 10 6 46 4 44 1 41 3 43 39 15 37 13 25 49 27 51 63 23 61 21 56 16 58 18 30 54 28 52
0 31 57 38 26 5 35 60 63 32 6 25 37 58 28 3 44 51 21 10 54 41 15 16 19 12 42 53 9 22 48 47 62 33 7 24 36 59 29 2 1 30 56 39 27 4 34 61 18 13 43 52 8 23 49 46 45 50 20 11 55 40 14 17
0 31 53 42 22 9 35 60 63 32 10 21 41 54 28 3 44 51 25 6 58 37 15 16 19 12 38 57 5 26 48 47 14 17 59 36 24 7 45 50 49 46 4 27 39 56 18 13 34 61 23 8 52 43 1 30 29 2 40 55 11 20 62 33
0 31 50 45 22 9 36 59 33 62 19 12 55 40 5 26 43 52 25 6 61 34 15 16 10 21 56 39 28 3 46 49 14 17 60 35 24 7 42 53 47 48 29 2 57 38 11 20 37 58 23 8 51 44 1 30 4 27 54 41 18 13 32 63
0 31 39 56 3 28 36 59 33 62 6 25 34 61 5 26 43 52 12 19 40 55 15 16 10 21 45 50 9 22 46 49 32 63 7 24 35 60 4 27 1 30 38 57 2 29 37 58 11 20 44 51 8 23 47 48 42 53 13 18 41 54 14 17
0 31 27 4 3 28 24 7 17 14 10 21 18 13 9 22 23 8 12 19 20 11 15 16 6 25 29 2 5 26 30 1 32 63 59 36 35 60 56 39 49 46 42 53 50 45 41 54 55 40 44 51 52 43 47 48 38 57 61 34 37 58 62 33
0 31 2 29 26 5 24 7 17 14 19 12 11 20 9 22 23 8 21 10 13 18 15 16 6 25 4 27 28 3 30 1 62 33 60 35 36 59 38 57 47 48 45 50 53 42 55 40 41 54 43 52 51 44 49 46 56 39 58 37 34 61 32 63
0 20 50 38 42 62 24 12 17 5 35 55 59 47 9 29 53 33 7 19 31 11 45 57 36 48 22 2 14 26 60 40 32 52 18 6 10 30 56 44 49 37 3 23 27 15 41 61 21 1 39 51 63 43 13 25 4 16 54 34 46 58 28 8
0 20 44 56 42 62 6 18 8 28 36 48 34 54 14 26 43 63 7 19 1 21 45 57 35 55 15 27 9 29 37 49 32 52 12 24 10 30 38 50 40 60 4 16 2 22 46 58 11 31 39 51 33 53 13 25 3 23 47 59 41 61 5 17
0 20 27 15 29 9 6 18 8 28 19 7 21 1 14 26 43 63 48 36 54 34 45 57 35 55 56 44 62 42 37 49 5 17 30 10 24 12 3 23 13 25 22 2 16 4 11 31 46 58 53 33 51 39 40 60 38 50 61 41 59 47 32 52
0 20 23 3 29 9 10 30 52 32 35 55 41 61 62 42 39 51 48 36 58 46 45 57 19 7 4 16 14 26 25 13 5 17 18 6 24 12 15 27 49 37 38 50 44 56 59 47 34 54 53 33 63 43 40 60 22 2 1 21 11 31 28 8
0 20 16 4 26 14 10 30 52 32 36 48 46 58 62 42 39 51 55 35 61 41 45 57 19 7 3 23 9 29 25 13 28 8 12 24 6 18 22 2 40 60 56 44 50 38 34 54 59 47 43 63 33 53 49 37 15 27 31 11 21 1 5 17
0 20 2 22 26 14 24 12 17 5 19 7 11 31 9 29 53 33 55 35 47 59 45 57 36 48 38 50 62 42 60 40 28 8 30 10 6 18 4 16 13 25 15 27 23 3 21 1 41 61 43 63 51 39 49 37 56 44 58 46 34 54 32 52
0 13 53 56 45 32 24 21 17 28 36 41 60 49 9 4 50 63 7 10 31 18 42 39 35 46 22 27 14 3 59 54 62 51 11 6 19 30 38 43 47 34 26 23 2 15 55 58 12 1 57 52 33 44 20 25 29 16 40 37 48 61 5 8
0 13 43 38 45 32 6 11 8 5 35 46 37 40 14 3 44 33 7 10 1 12 42 39 36 41 15 2 9 4 34 47 62 51 21 24 19 30 56 53 54 59 29 16 27 22 48 61 18 31 57 52 63 50 20 25 26 23 49 60 55 58 28 17
0 13 27 22 3 14 24 21 17 28 10 7 18 31 9 4 50 63 41 36 49 60 42 39 35 46 56 53 32 45 59 54 5 8 30 19 6 11 29 16 20 25 15 2 23 26 12 1 55 58 44 33 52 57 47 34 38 43 61 48 37 40 62 51
0 13 23 26 4 9 19 30 51 62 36 41 55 58 32 45 57 52 46 35 61 48 42 39 10 7 29 16 14 3 25 20 28 17 11 6 24 21 15 2 47 34 56 53 43 38 60 49 37 40 50 63 33 44 54 59 22 27 1 12 18 31 5 8
0 13 16 29 3 14 19 30 51 62 35 46 48 61 32 45 57 52 41 36 58 55 42 39 10 7 26 23 9 4 25 20 5 8 21 24 6 11 22 27 54 59 38 43 53 56 37 40 60 49 44 33 63 50 47 34 15 2 31 18 12 1 28 17
0 13 2 15 4 9 6 11 8 5 10 7 12 1 14 3 44 33 46 35 40 37 42 39 36 41 38 43 32 45 34 47 28 17 30 19 24 21 26 23 20 25 22 27 16 29 18 31 48 61 50 63 52 57 54 59 56 53 58 55 60 49 62 51
0 1 57 56 29 28 36 37 33 32 24 25 60 61 5 4 50 51 11 10 47 46 22 23 19 18 42 43 14 15 55 54 62 63 7 6 35 34 26 27 31 30 38 39 2 3 59 58 12 13 53 52 17 16 40 41 45 44 20 21 48 49 9 8
0 1 44 45 15 14 35 34 63 62 19 18 48 49 28 29 53 52 25 24 58 59 22 23 10 11 38 39 5 4 41 40 9 8 37 36 6 7 42 43 54 55 26 27 57 56 21 20 60 61 16 17 51 50 31 30 3 2 47 46 12 13 32 33
0 1 43 42 15 14 36 37 33 32 10 11 46 47 5 4 50 51 25 24 61 60 22 23 19 18 56 57 28 29 55 54 9 8 34 35 6 7 45 44 40 41 3 2 39 38 12 13 59 58 16 17 52 53 31 30 26 27 49 48 21 20 62 63
0 1 39 38 4 5 35 34 63 62 24 25 59 58 28 29 53 52 18 19 49 48 22 23 10 11 45 44 14 15 41 40 32 33 7 6 36 37 3 2 31 30 56 57 27 26 60 61 21 20 50 51 17 16 54 55 42 43 13 12 46 47 9 8
0 1 27 26 29 28 6 7 8 9 19 18 21 20 14 15 16 17 11 10 13 12 22 23 24 25 3 2 5 4 30 31 62 63 37 36 35 34 56 57 54 55 45 44 43 42 48 49 46 47 53 52 51 50 40 41 38 39 61 60 59 58 32 33
